PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
35.0,4.0,13.0,20.0,0.65,2.0,7.0,0.286,7.0,9.0,0.778,3.0,0.73,32.1,0.7,133.0,116.0,30.1,9.4,113.3
29.0,4.0,10.0,22.0,0.455,2.0,7.0,0.286,7.0,7.0,1.0,2.0,0.578,33.8,0.5,129.0,114.0,22.7,6.7,113.3
40.0,1.0,14.0,21.0,0.667,4.0,10.0,0.4,8.0,9.0,0.889,1.0,0.801,30.8,0.762,151.0,118.0,34.2,13.7,114.2
26.0,5.0,8.0,18.0,0.444,4.0,8.0,0.5,6.0,6.0,1.0,1.0,0.63,25.4,0.556,130.0,123.0,20.7,8.3,112.2
32.0,4.0,11.0,19.0,0.579,3.0,7.0,0.429,7.0,8.0,0.875,4.0,0.71,29.0,0.658,122.0,124.0,24.1,5.4,110.6
23.0,3.0,8.0,15.0,0.533,5.0,10.0,0.5,2.0,2.0,1.0,4.0,0.724,34.5,0.7,105.0,99.0,16.0,7.0,115.6
26.0,6.0,8.0,21.0,0.381,2.0,9.0,0.222,8.0,8.0,1.0,6.0,0.53,31.7,0.429,97.0,99.0,21.3,6.8,110.6
36.0,6.0,8.0,23.0,0.348,3.0,10.0,0.3,17.0,20.0,0.85,1.0,0.566,34.7,0.413,126.0,113.0,29.6,7.7,112.2
26.0,5.0,8.0,17.0,0.471,6.0,13.0,0.462,4.0,4.0,1.0,3.0,0.693,27.2,0.647,127.0,121.0,20.2,5.1,114.8
39.0,2.0,12.0,25.0,0.48,3.0,11.0,0.273,12.0,16.0,0.75,2.0,0.609,37.8,0.54,116.0,110.0,25.6,6.8,111.2
31.0,5.0,10.0,20.0,0.5,5.0,11.0,0.455,6.0,7.0,0.857,1.0,0.672,33.5,0.625,136.0,116.0,23.5,9.7,118.9
34.0,5.0,11.0,21.0,0.524,2.0,7.0,0.286,10.0,11.0,0.909,1.0,0.658,32.6,0.571,141.0,122.0,26.6,4.7,114.2
43.0,3.0,14.0,28.0,0.5,7.0,14.0,0.5,8.0,10.0,0.8,3.0,0.664,38.2,0.625,122.0,109.0,32.0,10.2,118.9
27.0,1.0,9.0,23.0,0.391,1.0,9.0,0.111,8.0,10.0,0.8,1.0,0.493,29.2,0.413,103.0,103.0,21.1,1.6,114.2
19.0,8.0,6.0,19.0,0.316,3.0,10.0,0.3,4.0,4.0,1.0,2.0,0.458,31.2,0.395,108.0,100.0,15.5,0.8,116.3
