PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
22.0,5.0,8.0,17.0,0.471,2.0,3.0,0.667,4.0,6.0,0.667,1.0,0.56,36.4,0.529,119.0,97.0,17.7,8.5,113.0
19.0,4.0,6.0,15.0,0.4,2.0,5.0,0.4,5.0,6.0,0.833,3.0,0.539,32.1,0.467,106.0,107.0,16.7,6.5,112.8
22.0,6.0,8.0,15.0,0.533,2.0,5.0,0.4,4.0,6.0,0.667,0.0,0.624,23.4,0.6,144.0,101.0,23.5,13.5,112.8
14.0,3.0,2.0,7.0,0.286,0.0,2.0,0.0,10.0,11.0,0.909,5.0,0.591,25.7,0.286,98.0,123.0,10.1,-5.2,110.5
30.0,3.0,8.0,19.0,0.421,1.0,4.0,0.25,13.0,15.0,0.867,4.0,0.586,43.1,0.447,117.0,99.0,24.8,4.0,113.8
19.0,2.0,5.0,13.0,0.385,1.0,4.0,0.25,8.0,9.0,0.889,2.0,0.56,28.8,0.423,108.0,99.0,12.7,-1.7,114.9
18.0,7.0,6.0,18.0,0.333,1.0,5.0,0.2,5.0,9.0,0.556,4.0,0.41,36.5,0.361,85.0,102.0,10.7,-2.7,113.6
30.0,3.0,11.0,19.0,0.579,4.0,5.0,0.8,4.0,7.0,0.571,6.0,0.679,38.3,0.684,107.0,99.0,22.2,7.7,113.6
42.0,3.0,12.0,23.0,0.522,2.0,4.0,0.5,16.0,21.0,0.762,4.0,0.651,36.7,0.565,121.0,106.0,32.6,10.1,111.7
16.0,5.0,4.0,16.0,0.25,1.0,2.0,0.5,7.0,10.0,0.7,3.0,0.392,32.9,0.281,88.0,93.0,11.0,0.1,112.5
13.0,6.0,3.0,17.0,0.176,1.0,3.0,0.333,6.0,10.0,0.6,0.0,0.304,29.9,0.206,85.0,82.0,15.6,10.5,106.9
28.0,4.0,10.0,23.0,0.435,1.0,3.0,0.333,7.0,8.0,0.875,3.0,0.528,39.4,0.457,102.0,98.0,20.1,5.9,114.9
43.0,7.0,15.0,20.0,0.75,1.0,2.0,0.5,12.0,14.0,0.857,3.0,0.822,33.4,0.775,156.0,114.0,40.8,16.0,113.7
32.0,4.0,8.0,17.0,0.471,1.0,2.0,0.5,15.0,19.0,0.789,1.0,0.631,37.7,0.5,136.0,110.0,25.7,9.3,113.7
19.0,2.0,8.0,18.0,0.444,1.0,4.0,0.25,2.0,2.0,1.0,1.0,0.503,30.5,0.472,101.0,111.0,15.2,5.6,110.5
26.0,4.0,7.0,16.0,0.438,1.0,4.0,0.25,11.0,11.0,1.0,4.0,0.624,37.2,0.469,112.0,94.0,19.9,8.1,106.9
17.0,5.0,5.0,13.0,0.385,1.0,5.0,0.2,6.0,6.0,1.0,1.0,0.543,22.1,0.423,116.0,105.0,18.3,5.1,109.1
32.0,6.0,11.0,20.0,0.55,1.0,3.0,0.333,9.0,11.0,0.818,2.0,0.644,36.3,0.575,126.0,114.0,25.9,12.4,112.8
41.0,5.0,14.0,27.0,0.519,1.0,5.0,0.2,12.0,14.0,0.857,5.0,0.618,45.3,0.537,111.0,98.0,32.0,8.6,106.9
23.0,2.0,6.0,17.0,0.353,2.0,2.0,1.0,9.0,10.0,0.9,2.0,0.537,31.8,0.412,108.0,107.0,18.3,4.4,114.9
36.0,1.0,12.0,17.0,0.706,2.0,5.0,0.4,10.0,11.0,0.909,1.0,0.824,33.2,0.765,163.0,92.0,34.9,22.1,114.5
36.0,4.0,11.0,16.0,0.688,2.0,3.0,0.667,12.0,14.0,0.857,2.0,0.812,33.4,0.75,155.0,112.0,34.2,18.9,110.5
34.0,1.0,11.0,23.0,0.478,3.0,5.0,0.6,9.0,12.0,0.75,2.0,0.601,39.2,0.543,120.0,98.0,26.0,16.0,112.8
31.0,10.0,12.0,20.0,0.6,1.0,2.0,0.5,6.0,7.0,0.857,6.0,0.672,40.6,0.625,128.0,104.0,30.5,14.0,116.7
31.0,4.0,12.0,22.0,0.545,0.0,2.0,0.0,7.0,10.0,0.7,6.0,0.587,42.3,0.545,105.0,108.0,18.8,-2.0,112.5
31.0,7.0,10.0,23.0,0.435,0.0,1.0,0.0,11.0,15.0,0.733,4.0,0.524,45.1,0.435,112.0,101.0,23.3,5.5,112.3
31.0,6.0,9.0,16.0,0.563,0.0,1.0,0.0,13.0,13.0,1.0,2.0,0.714,37.2,0.563,151.0,91.0,30.8,23.5,116.7
31.0,3.0,10.0,17.0,0.588,1.0,3.0,0.333,10.0,14.0,0.714,7.0,0.669,43.7,0.618,105.0,115.0,18.3,3.2,113.7
25.0,6.0,7.0,15.0,0.467,2.0,7.0,0.286,9.0,9.0,1.0,2.0,0.659,29.6,0.533,132.0,98.0,24.7,13.9,106.9
32.0,3.0,12.0,22.0,0.545,0.0,3.0,0.0,8.0,11.0,0.727,2.0,0.596,37.0,0.545,120.0,99.0,26.0,7.5,109.1
32.0,1.0,10.0,20.0,0.5,3.0,4.0,0.75,9.0,10.0,0.9,4.0,0.656,42.7,0.575,114.0,121.0,19.9,6.7,114.5
50.0,2.0,17.0,23.0,0.739,1.0,4.0,0.25,15.0,17.0,0.882,2.0,0.82,55.5,0.761,155.0,100.0,45.2,29.4,112.5
40.0,6.0,15.0,25.0,0.6,3.0,3.0,1.0,7.0,10.0,0.7,5.0,0.68,42.1,0.66,123.0,112.0,31.5,17.5,110.1
38.0,6.0,16.0,32.0,0.5,1.0,3.0,0.333,5.0,6.0,0.833,1.0,0.548,48.2,0.516,124.0,113.0,29.5,16.3,112.3
42.0,4.0,12.0,24.0,0.5,0.0,3.0,0.0,18.0,20.0,0.9,3.0,0.64,48.1,0.5,137.0,112.0,36.4,14.6,113.0
26.0,7.0,9.0,20.0,0.45,0.0,5.0,0.0,8.0,13.0,0.615,4.0,0.505,39.8,0.45,99.0,85.0,19.2,3.9,113.3
36.0,6.0,10.0,18.0,0.556,2.0,5.0,0.4,14.0,18.0,0.778,4.0,0.694,41.8,0.611,126.0,105.0,30.3,13.8,115.3
27.0,6.0,11.0,27.0,0.407,0.0,3.0,0.0,5.0,8.0,0.625,0.0,0.442,41.4,0.407,107.0,109.0,21.4,7.1,114.5
27.0,4.0,7.0,17.0,0.412,2.0,5.0,0.4,11.0,14.0,0.786,1.0,0.583,37.7,0.471,125.0,105.0,26.5,14.7,109.4
40.0,3.0,14.0,23.0,0.609,2.0,4.0,0.5,10.0,11.0,0.909,4.0,0.718,46.7,0.652,124.0,114.0,29.7,9.1,113.6
34.0,3.0,13.0,25.0,0.52,2.0,8.0,0.25,6.0,6.0,1.0,2.0,0.615,39.4,0.56,116.0,102.0,27.6,14.2,107.3
25.0,4.0,8.0,25.0,0.32,1.0,7.0,0.143,8.0,11.0,0.727,4.0,0.419,40.6,0.34,89.0,75.0,19.7,7.7,112.8
40.0,10.0,11.0,22.0,0.5,4.0,5.0,0.8,14.0,15.0,0.933,4.0,0.699,48.1,0.591,136.0,95.0,37.6,30.0,109.7
19.0,6.0,3.0,9.0,0.333,0.0,1.0,0.0,13.0,16.0,0.813,3.0,0.592,32.7,0.333,114.0,143.0,16.5,10.1,106.9
42.0,5.0,14.0,21.0,0.667,3.0,4.0,0.75,11.0,14.0,0.786,6.0,0.773,38.4,0.738,132.0,113.0,33.2,14.1,111.8
34.0,3.0,10.0,18.0,0.556,3.0,5.0,0.6,11.0,13.0,0.846,2.0,0.717,36.2,0.639,134.0,98.0,27.5,10.9,111.7
