PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
23.0,13.0,7.0,22.0,0.318,1.0,9.0,0.111,8.0,8.0,1.0,3.0,0.451,33.0,0.341,99.0,110.0,18.7,-1.8,119.3
25.0,13.0,7.0,24.0,0.292,4.0,11.0,0.364,7.0,7.0,1.0,6.0,0.462,37.6,0.375,99.0,105.0,14.9,-1.2,114.2
28.0,9.0,9.0,25.0,0.36,2.0,8.0,0.25,8.0,9.0,0.889,1.0,0.483,36.2,0.4,117.0,132.0,19.7,2.1,115.3
35.0,6.0,9.0,21.0,0.429,1.0,7.0,0.143,16.0,17.0,0.941,1.0,0.614,32.9,0.452,136.0,117.0,27.8,5.1,118.9
36.0,12.0,12.0,20.0,0.6,4.0,6.0,0.667,8.0,10.0,0.8,1.0,0.738,36.5,0.7,160.0,123.0,34.0,18.5,118.9
42.0,5.0,15.0,32.0,0.469,5.0,10.0,0.5,7.0,7.0,1.0,2.0,0.599,43.4,0.547,126.0,128.0,28.9,10.0,111.9
14.0,10.0,3.0,13.0,0.231,1.0,5.0,0.2,7.0,8.0,0.875,10.0,0.424,34.7,0.269,72.0,140.0,3.7,-14.5,114.0
17.0,7.0,7.0,22.0,0.318,2.0,7.0,0.286,1.0,2.0,0.5,1.0,0.372,34.0,0.364,93.0,101.0,10.7,-0.3,114.8
34.0,10.0,9.0,26.0,0.346,2.0,9.0,0.222,14.0,15.0,0.933,5.0,0.521,37.1,0.385,107.0,113.0,23.2,2.7,112.5
26.0,7.0,7.0,21.0,0.333,2.0,8.0,0.25,10.0,10.0,1.0,6.0,0.512,39.3,0.381,97.0,96.0,15.3,3.0,113.3
27.0,11.0,8.0,18.0,0.444,2.0,7.0,0.286,9.0,12.0,0.75,7.0,0.58,32.4,0.5,107.0,119.0,18.4,3.5,113.3
21.0,9.0,7.0,19.0,0.368,2.0,5.0,0.4,5.0,5.0,1.0,2.0,0.495,28.9,0.421,112.0,108.0,16.7,3.8,111.9
27.0,9.0,10.0,23.0,0.435,2.0,7.0,0.286,5.0,6.0,0.833,1.0,0.527,36.0,0.478,119.0,127.0,22.3,11.7,111.5
33.0,12.0,12.0,21.0,0.571,2.0,4.0,0.5,7.0,9.0,0.778,2.0,0.661,28.5,0.619,140.0,115.0,30.5,11.4,114.0
25.0,10.0,10.0,22.0,0.455,1.0,7.0,0.143,4.0,6.0,0.667,6.0,0.507,37.6,0.477,96.0,122.0,15.0,-1.6,110.6
35.0,7.0,11.0,19.0,0.579,4.0,7.0,0.571,9.0,9.0,1.0,4.0,0.762,32.5,0.684,136.0,110.0,26.5,10.4,116.8
44.0,5.0,13.0,28.0,0.464,4.0,10.0,0.4,14.0,16.0,0.875,4.0,0.628,45.0,0.536,121.0,134.0,27.7,2.0,119.3
22.0,14.0,4.0,16.0,0.25,1.0,8.0,0.125,13.0,13.0,1.0,3.0,0.506,29.3,0.281,117.0,114.0,22.5,5.9,113.3
18.0,10.0,6.0,14.0,0.429,1.0,4.0,0.25,5.0,5.0,1.0,3.0,0.556,26.3,0.464,121.0,120.0,15.6,0.1,113.3
30.0,14.0,12.0,23.0,0.522,2.0,11.0,0.182,4.0,5.0,0.8,2.0,0.595,31.5,0.565,137.0,114.0,26.7,7.8,114.2
23.0,10.0,6.0,19.0,0.316,1.0,7.0,0.143,10.0,11.0,0.909,4.0,0.482,28.6,0.342,108.0,121.0,15.2,-1.9,114.2
19.0,6.0,9.0,20.0,0.45,0.0,4.0,0.0,1.0,2.0,0.5,4.0,0.455,37.3,0.45,87.0,127.0,10.0,-2.7,114.8
33.0,9.0,12.0,25.0,0.48,2.0,7.0,0.286,7.0,7.0,1.0,8.0,0.588,39.3,0.52,106.0,116.0,21.5,3.0,114.1
19.0,14.0,5.0,18.0,0.278,2.0,8.0,0.25,7.0,9.0,0.778,6.0,0.433,28.8,0.333,92.0,114.0,10.4,-7.2,112.2
19.0,16.0,6.0,15.0,0.4,1.0,5.0,0.2,6.0,7.0,0.857,5.0,0.525,25.3,0.433,115.0,140.0,16.8,-4.3,114.2
31.0,9.0,8.0,18.0,0.444,2.0,5.0,0.4,13.0,14.0,0.929,4.0,0.642,39.4,0.5,126.0,113.0,24.4,2.7,115.3
37.0,13.0,11.0,22.0,0.5,3.0,7.0,0.429,12.0,12.0,1.0,4.0,0.678,36.7,0.568,134.0,129.0,32.0,8.5,114.2
34.0,6.0,9.0,24.0,0.375,7.0,14.0,0.5,9.0,9.0,1.0,5.0,0.608,36.7,0.521,113.0,113.0,23.2,7.4,112.2
26.0,13.0,9.0,15.0,0.6,3.0,7.0,0.429,5.0,8.0,0.625,1.0,0.702,27.3,0.7,151.0,104.0,28.6,15.3,118.9
22.0,10.0,5.0,15.0,0.333,3.0,6.0,0.5,9.0,10.0,0.9,4.0,0.567,29.7,0.433,111.0,127.0,17.3,0.8,117.7
29.0,8.0,11.0,24.0,0.458,0.0,4.0,0.0,7.0,9.0,0.778,4.0,0.519,35.4,0.458,107.0,126.0,18.5,-0.9,113.9
30.0,14.0,8.0,22.0,0.364,3.0,10.0,0.3,11.0,13.0,0.846,4.0,0.541,31.4,0.432,115.0,118.0,25.5,1.9,114.4
21.0,6.0,7.0,12.0,0.583,1.0,2.0,0.5,6.0,7.0,0.857,5.0,0.696,27.9,0.625,114.0,124.0,14.4,-1.7,116.8
32.0,9.0,12.0,24.0,0.5,2.0,8.0,0.25,6.0,7.0,0.857,6.0,0.591,39.4,0.542,105.0,117.0,24.0,5.7,113.9
30.0,8.0,9.0,17.0,0.529,3.0,6.0,0.5,9.0,9.0,1.0,4.0,0.716,32.5,0.618,129.0,118.0,23.7,7.6,114.5
26.0,11.0,6.0,16.0,0.375,6.0,10.0,0.6,8.0,9.0,0.889,2.0,0.651,24.6,0.563,143.0,119.0,23.1,7.9,117.7
29.0,9.0,9.0,17.0,0.529,2.0,5.0,0.4,9.0,9.0,1.0,3.0,0.692,29.6,0.588,135.0,108.0,25.9,10.7,114.0
24.0,8.0,6.0,13.0,0.462,3.0,6.0,0.5,9.0,11.0,0.818,10.0,0.673,36.5,0.577,97.0,111.0,15.4,-3.5,113.3
18.0,12.0,5.0,11.0,0.455,0.0,1.0,0.0,8.0,8.0,1.0,4.0,0.62,23.9,0.455,128.0,120.0,20.9,4.5,116.7
27.0,6.0,9.0,21.0,0.429,1.0,7.0,0.143,8.0,8.0,1.0,4.0,0.551,36.9,0.452,117.0,135.0,17.4,-4.8,114.8
