PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
22.0,6.0,10.0,24.0,0.417,1.0,8.0,0.125,1.0,1.0,1.0,2.0,0.45,28.9,0.438,100.0,114.0,11.8,-5.1,116.4
17.0,6.0,6.0,17.0,0.353,1.0,4.0,0.25,4.0,4.0,1.0,0.0,0.453,23.6,0.382,113.0,122.0,13.4,-2.8,116.1
22.0,7.0,9.0,15.0,0.6,1.0,5.0,0.2,3.0,4.0,0.75,3.0,0.656,25.1,0.633,124.0,124.0,21.9,8.9,113.0
18.0,10.0,6.0,14.0,0.429,2.0,6.0,0.333,4.0,4.0,1.0,2.0,0.571,21.8,0.5,124.0,113.0,17.0,3.6,119.8
21.0,10.0,8.0,20.0,0.4,2.0,6.0,0.333,3.0,5.0,0.6,3.0,0.473,30.2,0.45,106.0,97.0,17.8,4.1,111.3
22.0,5.0,8.0,19.0,0.421,3.0,7.0,0.429,3.0,3.0,1.0,1.0,0.541,25.3,0.5,113.0,126.0,14.8,-2.4,118.8
27.0,3.0,8.0,19.0,0.421,5.0,9.0,0.556,6.0,6.0,1.0,2.0,0.624,34.2,0.553,136.0,125.0,21.6,7.9,115.4
35.0,7.0,13.0,20.0,0.65,7.0,10.0,0.7,2.0,2.0,1.0,1.0,0.838,30.9,0.825,162.0,119.0,32.6,22.4,112.9
17.0,6.0,6.0,13.0,0.462,3.0,7.0,0.429,2.0,4.0,0.5,1.0,0.576,24.2,0.577,131.0,134.0,13.3,5.3,112.9
39.0,6.0,16.0,29.0,0.552,3.0,10.0,0.3,4.0,4.0,1.0,2.0,0.634,39.1,0.603,129.0,126.0,28.3,10.1,115.8
23.0,1.0,8.0,17.0,0.471,2.0,6.0,0.333,5.0,5.0,1.0,1.0,0.599,26.8,0.529,120.0,141.0,13.8,-3.8,115.2
28.0,2.0,11.0,22.0,0.5,4.0,8.0,0.5,2.0,2.0,1.0,2.0,0.612,32.1,0.591,114.0,106.0,20.6,9.8,115.3
26.0,3.0,11.0,22.0,0.5,3.0,7.0,0.429,1.0,1.0,1.0,1.0,0.579,32.9,0.568,114.0,113.0,17.7,10.5,115.4
27.0,5.0,8.0,22.0,0.364,2.0,7.0,0.286,9.0,9.0,1.0,0.0,0.52,32.1,0.409,123.0,121.0,20.6,4.2,113.4
10.0,5.0,3.0,15.0,0.2,0.0,5.0,0.0,4.0,5.0,0.8,1.0,0.291,21.7,0.2,75.0,120.0,3.5,-14.2,114.3
14.0,4.0,6.0,14.0,0.429,2.0,3.0,0.667,0.0,1.0,0.0,1.0,0.485,20.3,0.5,96.0,121.0,10.6,-2.5,120.4
29.0,5.0,10.0,19.0,0.526,4.0,8.0,0.5,5.0,6.0,0.833,1.0,0.67,33.2,0.632,135.0,89.0,26.9,14.2,117.5
