PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
10.0,0.0,2.0,6.0,0.333,0.0,1.0,0.0,6.0,8.0,0.75,1.0,0.525,16.2,0.333,104.0,139.0,5.9,-7.3,112.1
17.0,4.0,5.0,10.0,0.5,0.0,1.0,0.0,7.0,10.0,0.7,3.0,0.59,20.4,0.5,117.0,101.0,17.8,1.3,114.3
13.0,3.0,6.0,12.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.505,14.9,0.5,121.0,103.0,17.2,-0.4,116.4
