PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
19.0,2.0,7.0,14.0,0.5,0.0,1.0,0.0,5.0,10.0,0.5,4.0,0.516,30.5,0.5,87.0,115.0,7.1,-6.8,109.0
22.0,10.0,9.0,20.0,0.45,1.0,1.0,1.0,3.0,5.0,0.6,4.0,0.495,29.3,0.475,109.0,102.0,24.1,8.4,115.3
21.0,2.0,8.0,16.0,0.5,0.0,1.0,0.0,5.0,6.0,0.833,2.0,0.563,26.6,0.5,110.0,99.0,16.8,3.5,113.4
18.0,6.0,5.0,14.0,0.357,0.0,1.0,0.0,8.0,10.0,0.8,6.0,0.489,26.5,0.357,96.0,108.0,12.9,-3.6,119.4
21.0,4.0,6.0,17.0,0.353,0.0,2.0,0.0,9.0,13.0,0.692,3.0,0.462,31.8,0.353,100.0,130.0,14.2,-5.2,115.4
15.0,5.0,5.0,14.0,0.357,0.0,1.0,0.0,5.0,6.0,0.833,2.0,0.451,21.6,0.357,102.0,95.0,13.0,-2.0,115.3
24.0,7.0,9.0,17.0,0.529,0.0,1.0,0.0,6.0,8.0,0.75,2.0,0.585,29.9,0.529,117.0,89.0,20.3,5.8,119.8
11.0,4.0,5.0,17.0,0.294,0.0,1.0,0.0,1.0,2.0,0.5,2.0,0.308,21.9,0.294,69.0,86.0,9.2,-3.1,116.1
22.0,7.0,8.0,17.0,0.471,0.0,1.0,0.0,6.0,6.0,1.0,5.0,0.56,33.7,0.471,110.0,116.0,19.7,7.5,111.3
15.0,6.0,4.0,13.0,0.308,0.0,1.0,0.0,7.0,11.0,0.636,0.0,0.42,19.7,0.308,112.0,97.0,19.8,6.7,114.3
28.0,7.0,11.0,18.0,0.611,0.0,1.0,0.0,6.0,7.0,0.857,5.0,0.664,31.9,0.611,120.0,112.0,25.4,7.1,115.2
14.0,5.0,5.0,14.0,0.357,0.0,2.0,0.0,4.0,8.0,0.5,1.0,0.4,23.9,0.357,92.0,113.0,12.8,-1.6,115.4
17.0,3.0,7.0,15.0,0.467,1.0,1.0,1.0,2.0,4.0,0.5,0.0,0.507,24.4,0.5,111.0,107.0,15.8,7.5,113.0
22.0,2.0,10.0,14.0,0.714,1.0,1.0,1.0,1.0,3.0,0.333,0.0,0.718,23.5,0.75,148.0,90.0,24.4,16.2,118.8
20.0,3.0,9.0,13.0,0.692,1.0,1.0,1.0,1.0,2.0,0.5,3.0,0.72,20.5,0.731,125.0,106.0,20.1,3.6,118.8
20.0,6.0,8.0,10.0,0.8,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.919,20.3,0.9,137.0,105.0,21.1,13.1,113.8
12.0,1.0,4.0,7.0,0.571,1.0,2.0,0.5,3.0,4.0,0.75,0.0,0.685,14.6,0.643,140.0,119.0,13.4,4.0,112.9
15.0,3.0,7.0,11.0,0.636,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.631,21.9,0.636,135.0,72.0,21.8,15.3,112.7
24.0,5.0,10.0,21.0,0.476,1.0,3.0,0.333,3.0,4.0,0.75,1.0,0.527,27.9,0.5,114.0,121.0,20.6,7.0,115.2
21.0,9.0,9.0,12.0,0.75,2.0,3.0,0.667,1.0,3.0,0.333,4.0,0.788,29.4,0.833,130.0,70.0,22.8,14.9,117.5
22.0,5.0,6.0,12.0,0.5,0.0,2.0,0.0,10.0,12.0,0.833,5.0,0.637,26.8,0.5,109.0,103.0,18.6,-0.3,119.6
14.0,3.0,6.0,15.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.453,24.5,0.433,103.0,113.0,10.8,-1.9,113.8
20.0,3.0,8.0,18.0,0.444,1.0,4.0,0.25,3.0,4.0,0.75,1.0,0.506,25.6,0.472,111.0,122.0,14.8,-0.8,118.0
8.0,0.0,3.0,13.0,0.231,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.288,22.1,0.231,75.0,129.0,1.0,-14.7,115.4
19.0,3.0,8.0,10.0,0.8,1.0,2.0,0.5,2.0,4.0,0.5,0.0,0.808,22.2,0.85,162.0,112.0,18.3,7.6,118.8
17.0,2.0,8.0,10.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.814,31.1,0.8,116.0,90.0,16.9,10.0,118.8
