PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
19.0,6.0,7.0,18.0,0.389,0.0,3.0,0.0,5.0,6.0,0.833,5.0,0.46,29.6,0.389,91.0,100.0,10.9,-5.3,114.3
26.0,3.0,11.0,17.0,0.647,1.0,3.0,0.333,3.0,4.0,0.75,5.0,0.693,33.4,0.676,109.0,89.0,17.5,6.9,113.4
16.0,3.0,6.0,10.0,0.6,1.0,3.0,0.333,3.0,3.0,1.0,1.0,0.707,18.3,0.65,138.0,134.0,15.3,1.0,119.4
22.0,5.0,10.0,22.0,0.455,0.0,4.0,0.0,2.0,2.0,1.0,5.0,0.481,34.1,0.455,90.0,140.0,9.7,-11.5,113.0
24.0,6.0,11.0,25.0,0.44,1.0,6.0,0.167,1.0,1.0,1.0,2.0,0.472,34.8,0.46,96.0,124.0,13.6,1.5,109.0
31.0,5.0,11.0,24.0,0.458,3.0,11.0,0.273,6.0,9.0,0.667,4.0,0.554,36.7,0.521,106.0,109.0,18.6,4.1,113.4
20.0,5.0,9.0,17.0,0.529,1.0,3.0,0.333,1.0,4.0,0.25,1.0,0.533,25.7,0.559,114.0,130.0,13.7,-3.4,115.4
25.0,7.0,11.0,20.0,0.55,1.0,5.0,0.2,2.0,2.0,1.0,2.0,0.599,26.0,0.575,126.0,107.0,23.4,3.0,115.4
21.0,8.0,9.0,19.0,0.474,2.0,4.0,0.5,1.0,1.0,1.0,2.0,0.54,25.4,0.526,109.0,113.0,16.0,-0.9,113.0
30.0,4.0,11.0,24.0,0.458,1.0,6.0,0.167,7.0,9.0,0.778,4.0,0.536,40.0,0.479,108.0,125.0,19.5,-2.9,109.0
31.0,3.0,11.0,18.0,0.611,5.0,5.0,1.0,4.0,4.0,1.0,1.0,0.784,34.7,0.75,147.0,100.0,25.1,15.1,115.2
23.0,3.0,9.0,18.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,2.0,0.582,31.2,0.528,114.0,114.0,14.3,0.4,115.2
30.0,5.0,12.0,21.0,0.571,2.0,5.0,0.4,4.0,6.0,0.667,3.0,0.635,31.5,0.619,119.0,111.0,19.8,3.7,115.4
26.0,8.0,10.0,22.0,0.455,1.0,4.0,0.25,5.0,8.0,0.625,1.0,0.509,30.2,0.477,114.0,110.0,19.6,2.2,120.4
25.0,5.0,11.0,22.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,2.0,0.526,32.8,0.5,106.0,122.0,15.1,-3.4,120.4
15.0,6.0,4.0,7.0,0.571,2.0,4.0,0.5,5.0,5.0,1.0,1.0,0.815,12.4,0.714,167.0,117.0,17.4,6.5,113.8
14.0,7.0,3.0,14.0,0.214,0.0,4.0,0.0,8.0,8.0,1.0,4.0,0.4,28.3,0.214,87.0,110.0,7.6,-10.5,116.4
30.0,6.0,10.0,20.0,0.5,3.0,6.0,0.5,7.0,9.0,0.778,2.0,0.626,28.2,0.575,135.0,126.0,24.8,2.4,115.2
9.0,7.0,4.0,13.0,0.308,0.0,3.0,0.0,1.0,2.0,0.5,3.0,0.324,22.4,0.308,71.0,137.0,3.1,-10.5,115.3
20.0,5.0,5.0,13.0,0.385,2.0,5.0,0.4,8.0,9.0,0.889,4.0,0.59,30.6,0.462,106.0,115.0,12.1,-2.1,109.0
40.0,3.0,14.0,23.0,0.609,1.0,4.0,0.25,11.0,12.0,0.917,1.0,0.707,38.8,0.63,146.0,122.0,31.1,6.8,119.6
8.0,7.0,3.0,8.0,0.375,0.0,1.0,0.0,2.0,2.0,1.0,9.0,0.45,24.7,0.375,62.0,114.0,-0.8,-15.8,119.8
26.0,4.0,10.0,17.0,0.588,5.0,7.0,0.714,1.0,1.0,1.0,1.0,0.745,27.3,0.735,144.0,105.0,22.1,10.9,116.4
34.0,6.0,11.0,18.0,0.611,1.0,1.0,1.0,11.0,12.0,0.917,2.0,0.73,30.5,0.639,148.0,119.0,29.6,13.1,114.3
17.0,6.0,6.0,12.0,0.5,1.0,3.0,0.333,4.0,4.0,1.0,3.0,0.618,27.8,0.542,119.0,115.0,13.9,-2.0,112.7
19.0,5.0,6.0,12.0,0.5,0.0,2.0,0.0,7.0,9.0,0.778,0.0,0.595,19.1,0.5,141.0,119.0,17.6,5.7,113.4
24.0,7.0,9.0,20.0,0.45,2.0,4.0,0.5,4.0,4.0,1.0,3.0,0.551,25.0,0.5,112.0,98.0,22.7,11.5,114.3
26.0,5.0,9.0,18.0,0.5,1.0,2.0,0.5,7.0,7.0,1.0,1.0,0.617,28.6,0.528,132.0,116.0,22.0,5.4,120.4
26.0,8.0,10.0,18.0,0.556,4.0,7.0,0.571,2.0,5.0,0.4,3.0,0.644,26.7,0.667,124.0,104.0,23.9,8.9,115.3
19.0,7.0,7.0,11.0,0.636,1.0,3.0,0.333,4.0,5.0,0.8,3.0,0.72,24.0,0.682,133.0,114.0,17.6,6.0,109.0
12.0,4.0,3.0,9.0,0.333,0.0,1.0,0.0,6.0,7.0,0.857,2.0,0.497,20.0,0.333,102.0,128.0,6.8,-6.7,115.4
15.0,8.0,6.0,12.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,1.0,0.582,21.3,0.542,145.0,105.0,16.5,4.9,115.2
13.0,1.0,5.0,12.0,0.417,1.0,3.0,0.333,2.0,2.0,1.0,2.0,0.505,27.8,0.458,99.0,107.0,6.6,-12.6,115.2
9.0,6.0,4.0,11.0,0.364,0.0,1.0,0.0,1.0,2.0,0.5,2.0,0.379,18.5,0.364,85.0,132.0,5.1,-11.0,113.0
12.0,5.0,3.0,14.0,0.214,0.0,4.0,0.0,6.0,8.0,0.75,1.0,0.342,25.6,0.214,85.0,131.0,6.4,-10.2,115.4
28.0,10.0,8.0,19.0,0.421,7.0,11.0,0.636,5.0,5.0,1.0,2.0,0.66,30.1,0.605,153.0,110.0,28.1,13.7,119.8
17.0,11.0,5.0,11.0,0.455,1.0,5.0,0.2,6.0,9.0,0.667,2.0,0.568,21.5,0.5,121.0,123.0,17.1,5.6,114.6
18.0,6.0,8.0,18.0,0.444,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.477,26.0,0.444,116.0,121.0,13.3,-8.0,120.4
26.0,1.0,9.0,18.0,0.5,2.0,2.0,1.0,6.0,8.0,0.75,1.0,0.604,33.8,0.556,117.0,138.0,17.7,1.3,115.8
28.0,6.0,12.0,24.0,0.5,2.0,8.0,0.25,2.0,3.0,0.667,2.0,0.553,33.2,0.542,115.0,121.0,21.2,5.6,111.6
24.0,4.0,9.0,19.0,0.474,0.0,3.0,0.0,6.0,7.0,0.857,6.0,0.543,34.3,0.474,104.0,106.0,15.1,-1.4,113.4
19.0,6.0,7.0,15.0,0.467,1.0,2.0,0.5,4.0,4.0,1.0,2.0,0.567,21.8,0.5,119.0,116.0,16.6,1.1,116.4
41.0,9.0,16.0,21.0,0.762,8.0,11.0,0.727,1.0,1.0,1.0,0.0,0.956,29.4,0.952,200.0,107.0,41.5,35.7,118.8
15.0,6.0,7.0,14.0,0.5,0.0,4.0,0.0,1.0,2.0,0.5,2.0,0.504,21.3,0.5,107.0,110.0,14.3,-0.6,115.4
22.0,7.0,7.0,17.0,0.412,0.0,2.0,0.0,8.0,8.0,1.0,2.0,0.536,27.6,0.412,121.0,135.0,19.2,0.7,115.3
17.0,9.0,8.0,21.0,0.381,0.0,2.0,0.0,1.0,4.0,0.25,5.0,0.373,38.7,0.381,82.0,101.0,8.1,-8.0,117.5
16.0,6.0,7.0,14.0,0.5,2.0,6.0,0.333,0.0,1.0,0.0,6.0,0.554,25.7,0.571,87.0,95.0,7.5,-3.2,114.3
18.0,8.0,6.0,13.0,0.462,2.0,3.0,0.667,4.0,6.0,0.667,1.0,0.575,20.7,0.538,130.0,128.0,16.8,-0.9,119.6
22.0,6.0,7.0,16.0,0.438,2.0,6.0,0.333,6.0,8.0,0.75,9.0,0.564,31.3,0.5,86.0,112.0,12.2,-2.6,116.3
24.0,5.0,9.0,18.0,0.5,3.0,7.0,0.429,3.0,3.0,1.0,5.0,0.621,34.1,0.583,110.0,103.0,15.5,0.9,113.4
30.0,4.0,8.0,20.0,0.4,1.0,5.0,0.2,13.0,13.0,1.0,1.0,0.583,40.8,0.425,124.0,126.0,22.8,6.4,118.0
34.0,6.0,13.0,21.0,0.619,1.0,2.0,0.5,7.0,9.0,0.778,2.0,0.681,37.1,0.643,141.0,100.0,28.5,11.3,118.0
12.0,6.0,5.0,7.0,0.714,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.761,15.6,0.714,145.0,105.0,11.4,0.3,118.8
17.0,5.0,6.0,10.0,0.6,2.0,2.0,1.0,3.0,4.0,0.75,4.0,0.723,21.6,0.7,113.0,106.0,13.8,2.5,113.8
7.0,10.0,3.0,9.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,2.0,0.354,18.5,0.333,102.0,111.0,8.8,-5.2,119.4
20.0,5.0,8.0,14.0,0.571,0.0,1.0,0.0,4.0,5.0,0.8,2.0,0.617,26.6,0.571,117.0,126.0,16.6,3.1,112.7
13.0,7.0,4.0,12.0,0.333,2.0,4.0,0.5,3.0,4.0,0.75,0.0,0.472,18.2,0.417,120.0,115.0,12.0,1.0,115.4
22.0,2.0,10.0,21.0,0.476,1.0,5.0,0.2,1.0,1.0,1.0,1.0,0.513,27.6,0.5,110.0,105.0,17.6,-0.7,117.5
11.0,6.0,4.0,12.0,0.333,1.0,5.0,0.2,2.0,3.0,0.667,3.0,0.413,24.4,0.375,88.0,106.0,5.7,-6.9,116.1
