PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
25.0,5.0,10.0,22.0,0.455,4.0,10.0,0.4,1.0,3.0,0.333,1.0,0.536,30.7,0.545,121.0,121.0,20.8,3.6,120.4
21.0,4.0,6.0,13.0,0.462,3.0,7.0,0.429,6.0,7.0,0.857,3.0,0.653,28.3,0.577,121.0,81.0,15.8,5.9,116.4
8.0,3.0,3.0,11.0,0.273,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.337,16.3,0.273,88.0,98.0,7.4,-4.5,111.3
38.0,5.0,15.0,28.0,0.536,5.0,11.0,0.455,3.0,6.0,0.5,2.0,0.62,33.7,0.625,124.0,119.0,28.1,10.5,115.3
17.0,2.0,7.0,16.0,0.438,1.0,6.0,0.167,2.0,2.0,1.0,1.0,0.504,21.4,0.469,102.0,102.0,13.1,1.6,116.1
26.0,4.0,8.0,15.0,0.533,2.0,4.0,0.5,8.0,8.0,1.0,2.0,0.702,28.7,0.6,148.0,153.0,20.0,6.0,115.4
14.0,3.0,6.0,16.0,0.375,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.415,20.1,0.406,96.0,107.0,10.0,-1.9,114.3
15.0,2.0,5.0,14.0,0.357,2.0,3.0,0.667,3.0,4.0,0.75,3.0,0.476,22.3,0.429,91.0,113.0,10.4,-0.6,113.0
26.0,2.0,8.0,16.0,0.5,3.0,6.0,0.5,7.0,8.0,0.875,3.0,0.666,27.1,0.594,118.0,90.0,23.3,11.2,113.4
21.0,3.0,8.0,17.0,0.471,2.0,6.0,0.333,3.0,3.0,1.0,0.0,0.573,27.7,0.529,127.0,104.0,18.1,5.9,116.4
26.0,4.0,10.0,17.0,0.588,2.0,6.0,0.333,4.0,4.0,1.0,1.0,0.693,23.3,0.647,136.0,103.0,21.9,8.9,116.4
20.0,3.0,8.0,17.0,0.471,1.0,7.0,0.143,3.0,4.0,0.75,1.0,0.533,25.1,0.5,108.0,116.0,16.5,1.9,112.9
8.0,3.0,2.0,12.0,0.167,0.0,5.0,0.0,4.0,4.0,1.0,2.0,0.291,22.8,0.167,74.0,93.0,3.3,-6.3,115.4
31.0,3.0,10.0,26.0,0.385,2.0,5.0,0.4,9.0,9.0,1.0,2.0,0.517,34.8,0.423,113.0,117.0,22.1,5.9,113.0
34.0,3.0,14.0,18.0,0.778,2.0,3.0,0.667,4.0,6.0,0.667,0.0,0.824,25.3,0.833,166.0,116.0,32.6,14.8,115.2
23.0,0.0,9.0,17.0,0.529,2.0,2.0,1.0,3.0,4.0,0.75,0.0,0.613,22.9,0.588,129.0,126.0,18.0,4.4,115.2
41.0,5.0,14.0,23.0,0.609,6.0,8.0,0.75,7.0,7.0,1.0,2.0,0.786,32.4,0.739,156.0,114.0,35.0,17.7,120.4
34.0,5.0,11.0,19.0,0.579,3.0,8.0,0.375,9.0,9.0,1.0,1.0,0.74,27.7,0.658,153.0,127.0,31.6,8.2,117.5
31.0,3.0,11.0,14.0,0.786,2.0,3.0,0.667,7.0,7.0,1.0,1.0,0.907,25.6,0.857,174.0,97.0,29.6,19.8,115.2
27.0,2.0,9.0,16.0,0.563,2.0,4.0,0.5,7.0,9.0,0.778,2.0,0.676,25.0,0.625,134.0,123.0,22.5,3.3,115.2
36.0,4.0,12.0,16.0,0.75,5.0,6.0,0.833,7.0,7.0,1.0,0.0,0.943,27.3,0.906,191.0,118.0,36.5,23.2,113.4
