PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
6.0,4.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,2.0,0.51,21.1,0.5,97.0,107.0,6.6,5.0,113.8
5.0,5.0,1.0,4.0,0.25,0.0,2.0,0.0,3.0,4.0,0.75,1.0,0.434,16.7,0.25,109.0,112.0,5.5,-0.6,112.2
11.0,0.0,4.0,10.0,0.4,1.0,4.0,0.25,2.0,2.0,1.0,4.0,0.506,39.8,0.45,70.0,131.0,2.7,-17.0,118.8
15.0,4.0,6.0,10.0,0.6,1.0,4.0,0.25,2.0,2.0,1.0,0.0,0.689,21.2,0.65,154.0,127.0,13.7,5.3,116.1
19.0,4.0,7.0,13.0,0.538,2.0,6.0,0.333,3.0,4.0,0.75,2.0,0.644,36.0,0.615,122.0,130.0,13.7,4.2,118.0
12.0,1.0,4.0,11.0,0.364,2.0,7.0,0.286,2.0,2.0,1.0,1.0,0.505,26.3,0.455,99.0,95.0,7.6,-6.3,119.8
18.0,7.0,6.0,12.0,0.5,0.0,2.0,0.0,6.0,7.0,0.857,4.0,0.597,33.3,0.5,121.0,130.0,13.5,-5.0,119.6
12.0,7.0,4.0,14.0,0.286,2.0,5.0,0.4,2.0,2.0,1.0,0.0,0.403,21.3,0.357,114.0,119.0,10.4,1.7,111.6
17.0,2.0,7.0,13.0,0.538,1.0,3.0,0.333,2.0,2.0,1.0,0.0,0.612,26.2,0.577,135.0,125.0,13.7,0.1,112.2
9.0,3.0,3.0,10.0,0.3,1.0,4.0,0.25,2.0,5.0,0.4,3.0,0.369,24.4,0.35,70.0,106.0,2.8,-9.7,116.3
20.0,4.0,7.0,13.0,0.538,4.0,5.0,0.8,2.0,2.0,1.0,4.0,0.72,24.1,0.692,119.0,117.0,16.2,7.4,118.0
13.0,6.0,5.0,11.0,0.455,0.0,3.0,0.0,3.0,4.0,0.75,4.0,0.509,23.8,0.455,96.0,112.0,10.8,-7.0,116.3
14.0,7.0,6.0,11.0,0.545,1.0,3.0,0.333,1.0,1.0,1.0,1.0,0.612,16.4,0.591,136.0,110.0,15.5,4.3,118.0
20.0,2.0,7.0,15.0,0.467,1.0,5.0,0.2,5.0,5.0,1.0,4.0,0.581,29.1,0.5,106.0,126.0,9.4,-7.0,113.4
14.0,3.0,5.0,11.0,0.455,2.0,7.0,0.286,2.0,2.0,1.0,1.0,0.589,18.1,0.545,117.0,113.0,10.5,1.4,111.3
27.0,10.0,11.0,18.0,0.611,3.0,7.0,0.429,2.0,2.0,1.0,3.0,0.715,30.4,0.694,140.0,126.0,24.7,5.0,116.1
13.0,11.0,4.0,10.0,0.4,1.0,3.0,0.333,4.0,4.0,1.0,4.0,0.553,20.8,0.45,111.0,104.0,14.8,5.2,112.7
21.0,6.0,9.0,13.0,0.692,2.0,5.0,0.4,1.0,2.0,0.5,4.0,0.756,23.5,0.769,118.0,120.0,15.6,4.0,118.0
